listener,CondCode,date,start,end,version,feedback,nTrials,finish,uRevs,sdRevs,nRevs,uLevs,sdLevs,nLevs,BackNzLevel,BackNzPulsed,dBSPL,DEBUG,FacePixDir,FeedBack,FINAL_TURNS,HiBackNzHiPass,HiBackNzLoPass,IgnoreTrials,INITIAL_TURNS,InitialDescentMinimum,ISI,LevittsK,ListenerName,LoBackNzHiPass,LoBackNzLoPass,LongMaskerNoise,MAX_SNR_dB,MAX_TRIALS,MaxBumps,MIN_change_dB,ModulationPhase,ModulationRate,NoiseDuration,Order,outputAllWavs,OutputDir,PlotTrackFile,preSilence,propLongMaskerPreTarget,RiseFall,rms2use,SAMnoiseBandWidth,SampFreq,SignalDuration,START_change_dB,starting_SNR,StartMessage,TargetCentreFreq,TaskFormat,VolumeSettingsFile,SNR_dB,SAMnoiseBandLimits,rms2useBackNz,initialDelay,CorrectImage,IncorrectImage,wavOutputDir,responseGUI
L27,70dBSPL-100rms,30-Mar-2018,07:40:12,07:42:23, 1.0,Corrective,30,RanOut,-11.00, 4.24,2,-10.72, 1.93,18,-10,0,70,0,Bears,Corrective,4,4250,10000,3,3,-8,400,2,L27,20,3750,3000,22,30,3,1,-1.5708,20,500,2,1,results,1,100,0.8,50,0.1,500,44100,400,4,0,none,4000,3I-3AFC,VolumeSettings4kHz.txt,-13,3750-4250,0.0316228,900, , ,0-wavsOut,0.00256348
