listener,CondCode,date,start,end,version,feedback,nTrials,finish,uRevs,sdRevs,nRevs,uLevs,sdLevs,nLevs,BackNzLevel,dBSPL,DEBUG,FacePixDir,FeedBack,FINAL_TURNS,HiBackNzHiPass,HiBackNzLoPass,IgnoreTrials,INITIAL_TURNS,InitialDescentMinimum,ISI,LevittsK,ListenerName,LoBackNzHiPass,LoBackNzLoPass,LongMaskerNoise,MAX_SNR_dB,MAX_TRIALS,MaxBumps,MIN_change_dB,ModulationPhase,ModulationRate,NoiseDuration,Order,outputAllWavs,OutputDir,PlotTrackFile,preSilence,propLongMaskerPreTarget,RiseFall,rms2use,SAMnoiseBandWidth,SampFreq,SignalDuration,START_change_dB,starting_SNR,StartMessage,TargetCentreFreq,TaskFormat,VolumeSettingsFile,SNR_dB,SAMnoiseBandLimits,rms2useBackNz,initialDelay,CorrectImage,IncorrectImage,wavOutputDir,responseGUI
SR,70dBSPL-100rms,31-Mar-2018,16:26:07,16:28:01, 1.0,Corrective,25,Normal,-13.00, 0.82,4,-13.00, 0.76,8,-10,70,0,Bears,Corrective,4,4250,10000,3,3,-8,400,2,SR,20,3750,0,22,30,3,1,-1.5708,20,500,3,1,results,1,100,0.5,50,0.1,500,44100,400,4,0,none,4000,3I-3AFC,VolumeSettings4kHz.txt,-12,3750-4250,0.0316228,150, , ,0-wavsOut,0.0045166
