listener,CondCode,date,time,trial,MI,correct,order,response,step,rTime,rev
SR,70dBSPL-033rms,31-Mar-2018,16:36:45,  1, +0.0,1,2,2,4,16:36:45.48
SR,70dBSPL-033rms,31-Mar-2018,16:36:45,  2, -4.0,1,2,2,4,16:36:45.56
SR,70dBSPL-033rms,31-Mar-2018,16:36:45,  3, -8.0,1,3,3,4,16:36:45.64
SR,70dBSPL-033rms,31-Mar-2018,16:36:45,  4, -8.0,1,1,1,4,16:36:45.72
SR,70dBSPL-033rms,31-Mar-2018,16:36:45,  5,-12.0,0,3,2,4,16:36:45.80
SR,70dBSPL-033rms,31-Mar-2018,16:36:45,  6, -9.0,1,3,3,3,16:36:45.88
SR,70dBSPL-033rms,31-Mar-2018,16:36:45,  7, -9.0,1,3,3,3,16:36:45.96
SR,70dBSPL-033rms,31-Mar-2018,16:36:45,  8,-11.0,1,1,1,2,16:36:46.05
SR,70dBSPL-033rms,31-Mar-2018,16:36:45,  9,-11.0,1,1,1,2,16:36:46.14
SR,70dBSPL-033rms,31-Mar-2018,16:36:45, 10,-13.0,0,3,1,2,16:36:46.22
SR,70dBSPL-033rms,31-Mar-2018,16:36:45, 11,-12.0,1,1,1,1,16:36:46.31
SR,70dBSPL-033rms,31-Mar-2018,16:36:45, 12,-12.0,0,1,2,1,16:36:46.40
SR,70dBSPL-033rms,31-Mar-2018,16:36:45, 13,-11.0,1,1,1,1,16:36:46.48
SR,70dBSPL-033rms,31-Mar-2018,16:36:45, 14,-11.0,0,2,3,1,16:36:46.55
SR,70dBSPL-033rms,31-Mar-2018,16:36:45, 15,-10.0,0,1,3,1,16:36:46.62
SR,70dBSPL-033rms,31-Mar-2018,16:36:45, 16, -9.0,1,3,3,1,16:36:46.70
SR,70dBSPL-033rms,31-Mar-2018,16:36:45, 17, -9.0,1,2,2,1,16:36:46.77,*
SR,70dBSPL-033rms,31-Mar-2018,16:36:45, 18,-10.0,0,2,1,1,16:36:46.85,*
SR,70dBSPL-033rms,31-Mar-2018,16:36:45, 19, -9.0,1,3,3,1,16:36:46.92
SR,70dBSPL-033rms,31-Mar-2018,16:36:45, 20, -9.0,1,3,3,1,16:36:47.00,*
SR,70dBSPL-033rms,31-Mar-2018,16:36:45, 21,-10.0,0,2,3,1,16:36:47.07,*
