listener,CondCode,date,start,end,version,feedback,nTrials,finish,uRevs,sdRevs,nRevs,uLevs,sdLevs,nLevs,BackNzLevel,dBSPL,DEBUG,FacePixDir,FeedBack,FINAL_TURNS,HiBackNzHiPass,HiBackNzLoPass,IgnoreTrials,INITIAL_TURNS,InitialDescentMinimum,ISI,LevittsK,ListenerName,LoBackNzHiPass,LoBackNzLoPass,LongMaskerNoise,MAX_SNR_dB,MAX_TRIALS,MaxBumps,MIN_change_dB,ModulationPhase,ModulationRate,NoiseDuration,Order,outputAllWavs,OutputDir,PlotTrackFile,preSilence,propLongMaskerPreTarget,RiseFall,rms2use,SAMnoiseBandWidth,SampFreq,SignalDuration,START_change_dB,starting_SNR,StartMessage,TargetCentreFreq,TaskFormat,VolumeSettingsFile,SNR_dB,SAMnoiseBandLimits,rms2useBackNz,initialDelay,CorrectImage,IncorrectImage,wavOutputDir,responseGUI
SR,70dBSPL-005rms,31-Mar-2018,16:38:00,16:39:16, 1.0,Corrective,17,Normal,-10.75, 0.96,4,-10.67, 0.71,9,-10,70,0,Bears,Corrective,4,4250,10000,3,3,-8,400,2,SR,20,3750,3000,22,30,3,1,-1.5708,20,500,2,1,results,1,100,0.8,50,0.005,500,44100,500,4,0,none,4000,3I-3AFC,VolumeSettings4kHz.txt,-11,3750-4250,0.00158114,660, , ,0-wavsOut,0.00476074
